origin_id,canonical_name,aliases,geo_type,parent_path,hierarchy_path,source_section,source_line,mapping_status,coordinate_status,coordinate_eligible,in_total_master,in_human_summary,in_existing_origin_master,conflict_flags,source_reference,notes
OMR-04A43F972C,那招村,,natural_village,冰赛产区/博尚镇,冰赛产区/博尚镇/那招村,临沧｜临翔区封版树 v2,663,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:663,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E7EA0E6225,平村乡,,township,冰赛产区,冰赛产区/平村乡,临沧｜临翔区封版树 v2,665,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:665,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-35279850DE,那玉村,,natural_village,冰赛产区/平村乡,冰赛产区/平村乡/那玉村,临沧｜临翔区封版树 v2,666,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:666,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-ABAC1E768E,邦东乡,,township,临翔区,临翔区/邦东乡,临沧｜临翔区封版树 v2,686,可自动填充,HIERARCHY_ONLY,unassessed,yes,no,yes,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:686,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-B43E0A532C,邦东村,,natural_village,临翔区/邦东乡,临翔区/邦东乡/邦东村,临沧｜临翔区封版树 v2,687,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:687,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-0AE74D0C2C,昔归自然村,,natural_village,临翔区/邦东乡/邦东村,临翔区/邦东乡/邦东村/昔归自然村,临沧｜临翔区封版树 v2,688,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:688,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-4E37DBB061,忙麓山,,mountain,临翔区/邦东乡/邦东村/昔归自然村,临翔区/邦东乡/邦东村/昔归自然村/忙麓山,临沧｜临翔区封版树 v2,689,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,yes,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:689,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E65A313F38,曼岗村,,natural_village,临翔区/邦东乡,临翔区/邦东乡/曼岗村,临沧｜临翔区封版树 v2,701,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:701,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-3165F7D264,曼岗茶区,,county,临翔区/邦东乡/曼岗村,临翔区/邦东乡/曼岗村/曼岗茶区,临沧｜临翔区封版树 v2,702,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:702,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-9C88E3DB0A,那罕组 / 那罕寨,,natural_village,临翔区/邦东乡/曼岗村,临翔区/邦东乡/曼岗村/那罕组 / 那罕寨,临沧｜临翔区封版树 v2,703,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:703,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-82727C816D,和平村,,natural_village,临翔区/邦东乡,临翔区/邦东乡/和平村,临沧｜临翔区封版树 v2,722,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:722,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-057ED506D8,丫口寨,,natural_village,临翔区/邦东乡/和平村,临翔区/邦东乡/和平村/丫口寨,临沧｜临翔区封版树 v2,723,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:723,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-7E10556E3D,忙麓山,,mountain,昔归七山,昔归七山/忙麓山,临沧｜临翔区封版树 v2,769,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,yes,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:769,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-3A32AE9C3F,那罕,,待人工判定,昔归七山,昔归七山/那罕,临沧｜临翔区封版树 v2,770,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:770,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-9D69D300CB,曼岗,,待人工判定,昔归七山,昔归七山/曼岗,临沧｜临翔区封版树 v2,771,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:771,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-F5ADB5C403,草籽地,,待人工判定,昔归七山,昔归七山/草籽地,临沧｜临翔区封版树 v2,772,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:772,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-6CE07449CE,昔归绿水塘,,待人工判定,昔归七山,昔归七山/昔归绿水塘,临沧｜临翔区封版树 v2,773,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:773,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-864D63A22A,昔归老街子,,待人工判定,昔归七山,昔归七山/昔归老街子,临沧｜临翔区封版树 v2,774,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:774,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-63A88D2457,丫口,,待人工判定,昔归七山,昔归七山/丫口,临沧｜临翔区封版树 v2,775,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:775,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-A866189051,小勐统镇,,township,永德县,永德县/小勐统镇,临沧｜永德封版树 v2,792,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:792,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-F1C6921200,梅子箐村,,natural_village,永德县/小勐统镇,永德县/小勐统镇/梅子箐村,临沧｜永德封版树 v2,793,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:793,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-D17C78F84B,锅底塘核心区,,county,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/锅底塘核心区,临沧｜永德封版树 v2,794,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:794,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：official core tea area。
OMR-F203B64506,大洼寨古茶园,,microplot,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/大洼寨古茶园,临沧｜永德封版树 v2,795,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:795,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：official protected cultivated ancient tea garden。
OMR-DAB123A729,大茶地？,,待人工判定,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/大茶地？,临沧｜永德封版树 v2,796,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:796,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-9F34D681CD,茶地洼子？,,待人工判定,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/茶地洼子？,临沧｜永德封版树 v2,797,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:797,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-161FBC469B,绿荫塘？,,待人工判定,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/绿荫塘？,临沧｜永德封版树 v2,798,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:798,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-51299C994B,烂地垭口？,,待人工判定,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/烂地垭口？,临沧｜永德封版树 v2,799,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:799,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-CA66509F04,土城山？,,mountain,永德县/小勐统镇/梅子箐村,永德县/小勐统镇/梅子箐村/土城山？,临沧｜永德封版树 v2,800,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,name_unresolved|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:800,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：candidate。
OMR-442A3DE844,勐板乡,,township,永德县,永德县/勐板乡,临沧｜永德封版树 v2,837,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:837,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-35E34694EB,忙肺村,,natural_village,永德县/勐板乡,永德县/勐板乡/忙肺村,临沧｜永德封版树 v2,838,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:838,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-5DA5117C08,忙肺古茶园 / 核心产区,,county,永德县/勐板乡/忙肺村,永德县/勐板乡/忙肺村/忙肺古茶园 / 核心产区,临沧｜永德封版树 v2,839,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:839,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-BB5AFB73B6,尖山自然村,,natural_village,永德县/勐板乡/忙肺村,永德县/勐板乡/忙肺村/尖山自然村,临沧｜永德封版树 v2,840,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:840,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：tea-production verified; microorigin candidate。
OMR-3E048555AB,曼兰干寨,,natural_village,永德县/勐板乡/忙肺村,永德县/勐板乡/忙肺村/曼兰干寨,临沧｜永德封版树 v2,841,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:841,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-DDF97E0CA8,新田坡古茶园,,microplot,永德县/勐板乡/忙肺村/曼兰干寨,永德县/勐板乡/忙肺村/曼兰干寨/新田坡古茶园,临沧｜永德封版树 v2,842,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:842,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：official protected。
OMR-7A7EF2EFDA,大玉米地古茶园,,microplot,永德县/勐板乡/忙肺村/曼兰干寨,永德县/勐板乡/忙肺村/曼兰干寨/大玉米地古茶园,临沧｜永德封版树 v2,843,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:843,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：official protected。
OMR-0F00F3BA6A,风吹山古茶园,,microplot,永德县/勐板乡/忙肺村/曼兰干寨,永德县/勐板乡/忙肺村/曼兰干寨/风吹山古茶园,临沧｜永德封版树 v2,844,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:844,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：official protected。
OMR-7BEAC1E1EB,大雪山乡一侧,,ecological_anchor,永德大雪山山地生态系统,永德大雪山山地生态系统/大雪山乡一侧,临沧｜永德封版树 v2,870,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:870,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E457A90A8C,曼来村,,natural_village,永德大雪山山地生态系统/大雪山乡一侧,永德大雪山山地生态系统/大雪山乡一侧/曼来村,临沧｜永德封版树 v2,871,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:871,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-066D099F5E,曼来古茶资源 / 茶山,,tea_area,永德大雪山山地生态系统/大雪山乡一侧/曼来村,永德大雪山山地生态系统/大雪山乡一侧/曼来村/曼来古茶资源 / 茶山,临沧｜永德封版树 v2,872,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:872,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-C92D486954,大平掌村,,natural_village,永德大雪山山地生态系统/大雪山乡一侧,永德大雪山山地生态系统/大雪山乡一侧/大平掌村,临沧｜永德封版树 v2,873,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:873,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-B3A11CF8B2,班尾 / 帮尾古茶园,,microplot,永德大雪山山地生态系统/大雪山乡一侧/大平掌村,永德大雪山山地生态系统/大雪山乡一侧/大平掌村/班尾 / 帮尾古茶园,临沧｜永德封版树 v2,874,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:874,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-E51D673310,大雪山—乌木龙交界原始森林,,ecological_anchor,永德大雪山山地生态系统,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林,临沧｜永德封版树 v2,876,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:876,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-A19052B598,干河,,待人工判定,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林/干河,临沧｜永德封版树 v2,877,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:877,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-2DD00376C2,药地河,,待人工判定,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林/药地河,临沧｜永德封版树 v2,878,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:878,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-632E1ADA09,四十八道河,,待人工判定,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林,永德大雪山山地生态系统/大雪山—乌木龙交界原始森林/四十八道河,临沧｜永德封版树 v2,879,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:879,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-1F35435686,邻近班卡体系,,待人工判定,[wild-tea-resource area; not ordinary cultivar terroir point],[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系,临沧｜永德封版树 v2,882,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:882,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-CCCC257B6F,班卡乡,,township,[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系,[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系/班卡乡,临沧｜永德封版树 v2,883,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:883,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-CE1BAC9175,放牛场村,,natural_village,[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系/班卡乡,[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系/班卡乡/放牛场村,临沧｜永德封版树 v2,884,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:884,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-0060821D0C,放牛场古茶园,,microplot,[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系/班卡乡/放牛场村,[wild-tea-resource area; not ordinary cultivar terroir point]/邻近班卡体系/班卡乡/放牛场村/放牛场古茶园,临沧｜永德封版树 v2,885,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:885,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-FCEB31EB5F,大雪山乡,,township,永德县,永德县/大雪山乡,临沧｜永德封版树 v2,894,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:894,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-38AAFBFB67,曼来村,,natural_village,永德县/大雪山乡,永德县/大雪山乡/曼来村,临沧｜永德封版树 v2,895,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:895,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-A5751515E2,班卡乡,,township,永德县,永德县/班卡乡,临沧｜永德封版树 v2,904,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:904,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-CF0B636FA9,放牛场村,,natural_village,永德县/班卡乡,永德县/班卡乡/放牛场村,临沧｜永德封版树 v2,905,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:905,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-C657E5DA4E,放牛场古茶园,,microplot,永德县/班卡乡/放牛场村,永德县/班卡乡/放牛场村/放牛场古茶园,临沧｜永德封版树 v2,906,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:906,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-C946950C84,乌木龙彝族乡,,township,永德县,永德县/乌木龙彝族乡,临沧｜永德封版树 v2,921,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:921,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-1F11F7DEDB,乌木龙村,,natural_village,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/乌木龙村,临沧｜永德封版树 v2,922,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:922,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-2BFC9655D9,扎摸村,,natural_village,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/扎摸村,临沧｜永德封版树 v2,923,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:923,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-DBD14ED6D9,蕨坝村,,natural_village,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/蕨坝村,临沧｜永德封版树 v2,924,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:924,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-81E420C229,石灰地村,,natural_village,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/石灰地村,临沧｜永德封版树 v2,925,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:925,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-99BF1A2956,新塘村,,natural_village,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/新塘村,临沧｜永德封版树 v2,926,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:926,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-EDDCA7C5E7,菖蒲塘村,,natural_village,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/菖蒲塘村,临沧｜永德封版树 v2,927,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:927,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-88EA0AF688,小邦贵 / 小帮贵,,待人工判定,永德县/乌木龙彝族乡/菖蒲塘村,永德县/乌木龙彝族乡/菖蒲塘村/小邦贵 / 小帮贵,临沧｜永德封版树 v2,928,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:928,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-9EE47B6B25,其他栽培茶园 / 野生茶资源,,microplot,永德县/乌木龙彝族乡,永德县/乌木龙彝族乡/其他栽培茶园 / 野生茶资源,临沧｜永德封版树 v2,929,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:929,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-B8907529D5,德党镇,,township,永德县,永德县/德党镇,临沧｜永德封版树 v2,947,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:947,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-F327FCD9A5,岩岸山村,,natural_village,永德县/德党镇,永德县/德党镇/岩岸山村,临沧｜永德封版树 v2,948,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:948,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-9C9BD69BDA,鸣凤山茶区 / 古茶园体系,,microplot,永德县/德党镇/岩岸山村,永德县/德党镇/岩岸山村/鸣凤山茶区 / 古茶园体系,临沧｜永德封版树 v2,949,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,compound_or_alias_name,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:949,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-96FD76C48D,武家寨自然村,,natural_village,永德县/德党镇/岩岸山村,永德县/德党镇/岩岸山村/武家寨自然村,临沧｜永德封版树 v2,950,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:950,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-BBCC471417,亚练乡,,township,永德县,永德县/亚练乡,临沧｜永德封版树 v2,984,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:984,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-1E400D8E24,塔驮村,,natural_village,永德县/亚练乡,永德县/亚练乡/塔驮村,临沧｜永德封版树 v2,985,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:985,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：藤子茶发展线索。
